prompt,model,temperature,top_p,lexical_diversity,query_coverage,flesch_kincaid_grade,repetition_penalty
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.9,0.2,89.67,63.66,12.84,12.06
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.9,0.4,91.39,60.9,12.23,9.4
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.9,0.6,93.63,59.78,12.01,6.87
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.9,0.8,95.36,59.44,12.2,6.06
What is your favorite strip from the comic Calvin and Hobbes?,gemini-2.0-flash-lite,0.9,1.0,98.63,58.13,12.52,2.53
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.1,0.2,48.22,75.79,8.18,22.85
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.1,0.4,46.94,74.24,7.84,14.68
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.1,0.6,51.92,70.49,8.52,11.86
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.1,0.8,51.08,70.79,8.05,13.45
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.1,1.0,53.71,69.18,7.89,11.02
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.3,0.2,49.94,69.87,7.79,18.26
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.3,0.4,52.0,69.17,7.53,17.83
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.3,0.6,52.0,70.46,8.31,12.07
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.3,0.8,54.1,67.92,8.01,10.16
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.3,1.0,57.16,67.37,8.24,5.42
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.5,0.2,51.05,69.83,7.74,15.56
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.5,0.4,54.11,69.22,8.54,11.28
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.5,0.6,55.24,65.83,7.9,13.54
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.5,0.8,58.32,63.81,8.95,10.04
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.5,1.0,59.9,64.0,8.05,3.43
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.7,0.2,53.44,65.27,7.85,13.96
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.7,0.4,55.66,64.92,7.83,11.3
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.7,0.6,57.95,62.83,8.51,7.38
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.7,0.8,59.43,63.68,8.43,6.4
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.7,1.0,60.46,60.5,8.42,0.43
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.9,0.2,58.98,65.24,8.26,15.03
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.9,0.4,59.57,61.16,9.08,13.68
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.9,0.6,61.62,59.26,8.71,10.24
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.9,0.8,62.74,60.09,8.99,7.2
What makes a formula one car so fast?,gemini-2.0-flash-lite,0.9,1.0,63.18,58.21,8.57,2.44
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.1,0.2,48.3,50.23,8.7,17.53
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.1,0.4,49.15,49.87,8.95,19.81
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.1,0.6,49.35,46.72,9.43,13.87
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.1,0.8,52.57,46.07,9.49,9.37
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.1,1.0,52.8,47.23,10.11,10.65
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.3,0.2,49.13,47.22,9.8,17.82
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.3,0.4,50.82,46.86,9.3,18.47
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.3,0.6,54.48,45.16,9.85,12.27
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.3,0.8,56.6,47.12,9.42,11.43
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.3,1.0,58.15,44.69,10.24,4.44
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.5,0.2,52.78,45.16,9.22,16.85
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.5,0.4,55.55,47.85,9.15,16.76
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.5,0.6,56.75,43.35,9.66,13.49
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.5,0.8,57.03,44.31,10.12,9.53
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.5,1.0,57.57,41.92,9.82,5.32
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.7,0.2,53.34,46.3,10.17,14.22
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.7,0.4,57.06,43.94,9.3,9.41
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.7,0.6,57.52,45.0,10.36,9.24
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.7,0.8,60.73,43.84,9.96,6.35
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.7,1.0,62.51,40.34,9.7,2.06
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.9,0.2,59.9,41.44,10.26,14.29
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.9,0.4,59.83,43.74,10.21,10.66
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.9,0.6,61.99,39.84,10.17,8.25
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.9,0.8,64.24,39.1,9.72,3.72
Without quoting directly from the text give me a summary of the history of the Key Lime Pie.,gemini-2.0-flash-lite,0.9,1.0,66.02,38.08,9.95,1.64
